time,flavor1,flavor10,flavor11,flavor12,flavor13,flavor14,flavor15,flavor17,flavor18,flavor2,flavor21,flavor22,flavor23,flavor3,flavor4,flavor5,flavor6,flavor7,flavor8,flavor9
2015-01-07 04:31:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-01-07 04:31:24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07 04:31:34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07 04:31:52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07 04:31:53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07 04:31:53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08 00:30:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-01-08 03:02:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-01-09 00:19:17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 00:36:27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 20:40:27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-01-09 20:40:46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-01-09 20:42:54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 20:42:55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 20:42:56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 20:43:03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 21:03:37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 22:16:41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 22:16:51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 22:16:51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 22:16:51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 22:17:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 22:17:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 22:17:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 22:17:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 22:17:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 22:17:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 22:17:09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 22:17:09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 22:17:09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 22:17:09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 22:17:09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 22:17:09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 22:17:18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 22:17:18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 22:17:27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 22:17:27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-10 00:05:41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-01-10 00:07:15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-01-10 18:32:14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-12 00:19:55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-01-12 00:28:33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-01-12 00:29:01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-01-12 18:38:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-01-12 19:31:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-01-13 19:28:44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13 19:28:45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13 19:28:53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13 19:29:03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13 19:29:11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13 19:29:13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13 19:29:23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13 19:29:30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13 23:07:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-01-13 23:07:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-01-13 23:07:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-01-13 23:08:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-01-13 23:08:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-01-13 23:08:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-01-13 23:39:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-01-13 23:39:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-01-13 23:39:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-01-13 23:39:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-01-13 23:39:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-01-13 23:39:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-01-13 23:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-01-13 23:40:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-01-13 23:40:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-01-13 23:40:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-01-13 23:40:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-01-14 00:05:39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-01-14 00:06:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-01-14 00:06:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-01-14 17:56:15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14 17:56:15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14 17:56:24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14 17:56:24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14 17:56:33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14 17:56:33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14 20:10:19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14 20:52:39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14 20:53:55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14 20:56:04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14 21:00:32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14 23:18:28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14 23:23:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14 23:57:43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 00:02:02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 00:03:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-01-15 00:04:29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 00:05:26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 00:07:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-01-15 00:08:40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 00:11:36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 00:13:27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 00:25:49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 00:25:50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 00:27:57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 00:30:35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 00:33:22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 00:34:55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 00:37:06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 00:38:56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 01:31:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-01-15 21:42:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-01-16 00:13:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-01-16 00:14:48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16 00:14:55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16 00:14:55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16 00:15:04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16 00:16:46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16 00:16:57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16 00:17:06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16 01:58:42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015-01-16 17:22:26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16 17:22:36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16 17:35:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-01-16 17:35:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-01-16 17:35:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-01-16 17:43:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-01-16 17:45:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-01-16 17:46:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-01-16 17:46:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-01-16 22:21:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-01-16 23:26:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-01-19 19:07:17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-01-19 22:08:18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-20 00:13:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-01-20 00:13:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-01-20 00:13:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-01-20 00:13:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-01-20 00:13:32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-20 00:13:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-01-20 01:47:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-01-20 03:07:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-01-20 03:07:27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-01-20 18:33:59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-20 18:35:04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-20 18:37:05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-20 18:55:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-01-20 18:55:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-01-20 19:00:19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-20 19:23:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-01-22 01:27:35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-22 01:28:59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-22 03:05:59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-22 21:34:30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-01-22 21:34:32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-01-22 23:53:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-01-23 07:44:59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-23 17:29:18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-23 17:29:26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-23 17:47:24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-01-24 02:00:40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-25 01:44:42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-25 01:44:43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-25 01:44:43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-25 01:44:52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-25 01:44:52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-25 01:44:52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-25 01:44:52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-25 01:45:01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-27 19:39:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-01-28 19:03:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-01-28 22:24:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-01-28 23:50:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-01-29 23:25:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-01-29 23:25:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-01-29 23:25:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-01-29 23:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-01-30 00:02:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-01-30 00:02:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-02-01 03:20:36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-01 03:20:36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-01 03:20:36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-01 03:20:37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-01 03:20:37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-02 18:51:25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-02-02 23:38:30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-02-02 23:52:38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015-02-02 23:53:43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015-02-03 05:41:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-02-03 17:24:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-02-03 17:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-02-03 17:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-02-03 17:25:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-02-03 17:25:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-02-03 17:25:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-02-03 17:25:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-02-03 17:25:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-02-03 17:25:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-02-03 17:26:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-02-03 18:45:58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-03 20:22:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-02-03 21:14:26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-03 21:19:32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-03 21:19:42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-04 04:47:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-02-04 19:20:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-02-05 00:19:47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-05 00:19:47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-05 00:19:58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-05 00:19:58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-05 00:19:58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-05 00:19:59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-05 00:20:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-02-05 00:20:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-02-05 00:21:22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-05 00:21:22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-05 03:38:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-02-05 03:38:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-02-05 03:38:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-02-05 03:38:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-02-05 03:38:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-02-05 03:39:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-02-05 03:40:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-02-05 03:40:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-02-05 03:40:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-02-05 03:49:38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015-02-05 20:55:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-02-05 20:55:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-02-05 22:00:49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-02-05 22:00:59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-02-05 23:13:58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-06 03:10:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-02-06 03:34:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-02-06 03:34:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-02-06 03:34:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-02-06 19:02:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-02-06 22:06:40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-06 22:06:40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-06 22:06:40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-06 22:07:54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-08 00:25:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-02-08 21:16:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-02-08 22:58:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-08 23:53:39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-09 00:00:27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
